ID,x,y,pixel_index,logmass,log_ssfr,dust2,gas_logz,logSFRratio0,e_logmass,e_log_ssfr,e_dust2,e_gas_logz
toy_1533,33,25,1533,6.776115,-10.041971,0.601605,-0.226971,-0.097750,0.070459,0.130606,0.054279,0.063463
toy_1534,34,25,1534,6.756318,-9.934544,0.538478,-0.229565,-0.149643,0.073773,0.121676,0.066971,0.075204
toy_1535,35,25,1535,6.745229,-9.920268,0.510504,-0.283560,0.046263,0.070193,0.104008,0.057682,0.071408
toy_1536,36,25,1536,6.695364,-9.925774,0.498753,-0.290474,-0.008727,0.076931,0.106475,0.061970,0.068274
toy_1537,37,25,1537,6.541764,-9.772534,0.447872,-0.278339,0.032062,0.069886,0.109873,0.054910,0.061283
toy_1538,38,25,1538,6.587886,-9.661685,0.412713,-0.302783,0.376098,0.062891,0.111654,0.063368,0.064702
toy_1539,39,25,1539,6.497586,-9.636678,0.403733,-0.313393,0.253065,0.061816,0.107217,0.058748,0.077881
toy_1540,40,25,1540,6.544377,-9.630237,0.407854,-0.335889,0.302268,0.066907,0.139399,0.066502,0.077388
toy_1541,41,25,1541,6.441073,-9.655272,0.377520,-0.332051,0.481840,0.063851,0.104678,0.050291,0.075828
toy_1542,42,25,1542,6.346950,-9.469804,0.303191,-0.351182,0.359917,0.079779,0.102886,0.056498,0.064579
toy_1543,43,25,1543,6.433668,-9.682736,0.285479,-0.338135,0.535127,0.062232,0.122586,0.055021,0.063912
toy_1544,44,25,1544,6.429693,-9.601146,0.311964,-0.378214,0.355252,0.079114,0.131175,0.067245,0.079969
toy_1545,45,25,1545,6.336422,-9.513593,0.287479,-0.364053,0.322494,0.075879,0.104308,0.064774,0.063116
toy_1546,46,25,1546,6.275142,-9.647347,0.327737,-0.423303,0.260291,0.068697,0.110800,0.059766,0.071518
toy_1547,47,25,1547,6.295225,-9.671398,0.326291,-0.466474,0.116599,0.065275,0.134597,0.066044,0.063015
toy_1548,48,25,1548,6.349089,-9.745529,0.297934,-0.417987,0.178395,0.061329,0.129435,0.055263,0.078701
toy_1549,49,25,1549,6.237898,-9.744390,0.181003,-0.368975,0.021386,0.066463,0.108234,0.065293,0.067306
toy_1550,50,25,1550,6.309795,-9.772686,0.261891,-0.443184,-0.028471,0.072814,0.119422,0.052190,0.064856
toy_1567,7,26,1567,6.297680,-10.031846,0.222060,-0.453515,-0.168391,0.074125,0.112338,0.067824,0.077791
toy_1568,8,26,1568,6.414817,-9.955482,0.208477,-0.432120,-0.279115,0.060315,0.117183,0.058880,0.077222
toy_1569,9,26,1569,6.196970,-9.973120,0.297217,-0.411422,-0.194475,0.062974,0.114184,0.065710,0.064008
toy_1570,10,26,1570,6.318814,-9.888591,0.297814,-0.389845,-0.206855,0.062230,0.119696,0.054207,0.071532
toy_1571,11,26,1571,6.349834,-9.952579,0.296662,-0.405155,-0.219674,0.061627,0.120364,0.064158,0.077951
toy_1572,12,26,1572,6.368362,-9.992177,0.274187,-0.375381,-0.208166,0.071365,0.139116,0.069788,0.074974
toy_1573,13,26,1573,6.351244,-9.889107,0.334664,-0.382921,-0.374563,0.076886,0.113998,0.058339,0.066465
toy_1574,14,26,1574,6.444388,-9.927161,0.378671,-0.325084,-0.237776,0.071472,0.105190,0.053401,0.061561
toy_1575,15,26,1575,6.503105,-9.968466,0.404643,-0.370589,-0.476419,0.068408,0.109844,0.065825,0.063980
toy_1576,16,26,1576,6.612253,-9.938359,0.422834,-0.331931,-0.309836,0.067937,0.105814,0.056027,0.077678
toy_1577,17,26,1577,6.540854,-9.953247,0.433172,-0.291854,-0.222527,0.062927,0.120083,0.062011,0.064525
toy_1578,18,26,1578,6.610370,-9.993254,0.466370,-0.317478,-0.264991,0.070580,0.129476,0.052890,0.071894
toy_1579,19,26,1579,6.622040,-9.986754,0.513978,-0.297727,-0.400944,0.072270,0.113103,0.052811,0.067209
toy_1580,20,26,1580,6.735021,-10.041644,0.595921,-0.290536,-0.263498,0.074976,0.123899,0.056912,0.076969
toy_1581,21,26,1581,6.834768,-10.053056,0.592618,-0.274762,-0.235617,0.065454,0.101139,0.059317,0.065028
toy_1582,22,26,1582,6.895337,-10.094736,0.652030,-0.269308,-0.262561,0.072687,0.114259,0.056310,0.063105
toy_1583,23,26,1583,6.924685,-10.093911,0.700572,-0.257156,-0.242044,0.077456,0.109747,0.065916,0.064342
toy_1584,24,26,1584,6.933762,-10.023574,0.679546,-0.224832,-0.339755,0.067488,0.112830,0.056384,0.061921
toy_1585,25,26,1585,7.051188,-10.028034,0.676759,-0.211689,-0.359427,0.062475,0.132367,0.053082,0.075594
toy_1586,26,26,1586,6.992475,-10.120261,0.776201,-0.199947,-0.334412,0.077452,0.112499,0.053899,0.068413
toy_1587,27,26,1587,7.131543,-10.064742,0.703023,-0.202362,-0.250122,0.072182,0.125096,0.069162,0.073175
toy_1588,28,26,1588,7.114515,-10.091341,0.831730,-0.215729,-0.265040,0.076950,0.138202,0.050442,0.065750
toy_1589,29,26,1589,7.093114,-10.127617,0.736647,-0.163540,-0.253790,0.065144,0.113563,0.060251,0.062976
toy_1590,30,26,1590,7.071457,-10.157165,0.702363,-0.226383,-0.314253,0.072309,0.132234,0.054035,0.073231
toy_1591,31,26,1591,7.018276,-10.173884,0.717634,-0.202184,-0.059722,0.064492,0.115498,0.057284,0.061146
toy_1592,32,26,1592,6.964976,-10.114167,0.645615,-0.186308,-0.196145,0.073255,0.102814,0.052769,0.068230
toy_1593,33,26,1593,6.922004,-9.985750,0.593069,-0.223039,-0.205451,0.070845,0.136880,0.063443,0.065359
toy_1594,34,26,1594,6.905997,-10.056762,0.653137,-0.259227,-0.032046,0.066482,0.134930,0.062988,0.067392
toy_1595,35,26,1595,6.822337,-9.964941,0.602281,-0.255249,-0.034912,0.074165,0.112282,0.057984,0.072032
toy_1596,36,26,1596,6.707765,-9.859281,0.563358,-0.249143,0.101040,0.070641,0.127186,0.058672,0.065853
toy_1597,37,26,1597,6.638070,-9.685392,0.464192,-0.255414,0.263623,0.075852,0.100787,0.061060,0.065435
toy_1598,38,26,1598,6.714412,-9.790984,0.423217,-0.314408,0.266581,0.079108,0.126414,0.054939,0.076072
toy_1599,39,26,1599,6.617128,-9.592800,0.395477,-0.309190,0.423721,0.074077,0.125924,0.059251,0.066979
toy_1600,40,26,1600,6.562117,-9.527736,0.425539,-0.286066,0.496702,0.066970,0.102248,0.055298,0.061898
toy_1601,41,26,1601,6.520760,-9.518582,0.386836,-0.345203,0.463228,0.064203,0.109472,0.061320,0.069911
toy_1602,42,26,1602,6.491754,-9.511514,0.334999,-0.309563,0.585017,0.070611,0.135208,0.067081,0.072354
toy_1603,43,26,1603,6.355227,-9.551512,0.292647,-0.382101,0.562119,0.070978,0.131956,0.067102,0.067506
toy_1604,44,26,1604,6.383774,-9.524170,0.271022,-0.331228,0.446095,0.074887,0.102017,0.050924,0.065229
toy_1605,45,26,1605,6.337885,-9.570619,0.256498,-0.380731,0.486286,0.060281,0.108847,0.057895,0.076107
toy_1606,46,26,1606,6.312462,-9.592896,0.255428,-0.421505,0.237608,0.060867,0.107699,0.051719,0.062828
toy_1607,47,26,1607,6.286778,-9.641238,0.312819,-0.423419,0.383682,0.079674,0.108442,0.055782,0.065697
toy_1608,48,26,1608,6.300838,-9.647464,0.264881,-0.396525,0.097200,0.068897,0.110346,0.068697,0.060266
toy_1609,49,26,1609,6.277472,-9.716420,0.182613,-0.391945,-0.047445,0.076775,0.135916,0.056784,0.075244
toy_1610,50,26,1610,6.258567,-9.849796,0.190722,-0.470098,-0.007100,0.064365,0.121338,0.053396,0.073391
toy_1611,51,26,1611,6.155504,-10.006918,0.196601,-0.476874,-0.236407,0.078514,0.109517,0.050644,0.079182
toy_1627,7,27,1627,6.258302,-9.826328,0.173352,-0.456171,-0.349675,0.073971,0.130898,0.062886,0.075850
toy_1628,8,27,1628,6.207785,-9.985195,0.220290,-0.452528,-0.303567,0.065618,0.119958,0.061774,0.068097
toy_1629,9,27,1629,6.212174,-10.031117,0.201523,-0.413264,-0.277825,0.071675,0.134526,0.057709,0.063608
toy_1630,10,27,1630,6.301223,-9.950591,0.250271,-0.473907,-0.194953,0.075054,0.100812,0.053034,0.068898
toy_1631,11,27,1631,6.366616,-9.985862,0.279667,-0.389823,-0.134714,0.069268,0.119145,0.068740,0.062649
toy_1632,12,27,1632,6.329365,-9.911181,0.363213,-0.373144,-0.142710,0.068281,0.108223,0.054383,0.068230
toy_1633,13,27,1633,6.401199,-9.893714,0.327389,-0.345237,-0.237497,0.064051,0.132756,0.061072,0.075184
toy_1634,14,27,1634,6.444266,-9.972940,0.367514,-0.343930,-0.235033,0.068692,0.114877,0.057699,0.068901
toy_1635,15,27,1635,6.425689,-10.057588,0.359132,-0.348433,-0.312702,0.061262,0.105398,0.055115,0.067149
toy_1636,16,27,1636,6.504680,-9.972689,0.437058,-0.358337,-0.290955,0.069457,0.133891,0.052703,0.066590
toy_1637,17,27,1637,6.597835,-10.054437,0.475300,-0.387024,-0.290190,0.060489,0.130219,0.052059,0.074525
toy_1638,18,27,1638,6.612304,-9.866624,0.471079,-0.341194,-0.191747,0.078220,0.132149,0.050800,0.069281
toy_1639,19,27,1639,6.737085,-9.951823,0.530322,-0.301632,-0.263622,0.063866,0.129616,0.056389,0.065978
toy_1640,20,27,1640,6.717025,-10.077830,0.578660,-0.222257,-0.243697,0.072658,0.127466,0.057889,0.073558
toy_1641,21,27,1641,6.802013,-10.044614,0.626096,-0.260788,-0.347561,0.065374,0.107893,0.060909,0.074935
toy_1642,22,27,1642,6.934293,-10.156851,0.634235,-0.254892,-0.396431,0.060113,0.129800,0.051638,0.068948
toy_1643,23,27,1643,6.913684,-10.198686,0.722646,-0.217726,-0.206413,0.072178,0.131937,0.054531,0.076205
toy_1644,24,27,1644,7.072159,-10.064002,0.839167,-0.191415,-0.287690,0.074397,0.105590,0.062473,0.078420
toy_1645,25,27,1645,7.053686,-10.135948,0.740358,-0.235986,-0.183990,0.077782,0.124055,0.068985,0.064921
toy_1646,26,27,1646,7.125686,-10.184202,0.771342,-0.202859,-0.339349,0.060066,0.106654,0.066875,0.063788
toy_1647,27,27,1647,7.122998,-10.241385,0.861814,-0.220219,-0.393553,0.073111,0.102835,0.053151,0.074914
toy_1648,28,27,1648,7.256180,-10.253900,0.792454,-0.212007,-0.270067,0.068815,0.133424,0.067887,0.072499
toy_1649,29,27,1649,7.205408,-10.126989,0.814825,-0.179422,-0.415849,0.065094,0.101538,0.068209,0.074997
toy_1650,30,27,1650,7.155237,-10.121340,0.838010,-0.224790,-0.368011,0.070024,0.107352,0.053535,0.063978
toy_1651,31,27,1651,7.163418,-10.159011,0.752203,-0.234520,-0.211270,0.062100,0.118489,0.067495,0.062917
toy_1652,32,27,1652,7.017729,-10.101166,0.733921,-0.194755,-0.178223,0.079611,0.128643,0.051216,0.060331
toy_1653,33,27,1653,7.021319,-10.115871,0.705094,-0.187285,-0.173035,0.067883,0.100694,0.060922,0.074120
toy_1654,34,27,1654,7.042409,-9.998162,0.720362,-0.166667,-0.024607,0.079732,0.134106,0.065846,0.064900
toy_1655,35,27,1655,6.933458,-9.984107,0.599955,-0.256733,0.008531,0.061868,0.121211,0.060659,0.064227
toy_1656,36,27,1656,6.821825,-9.832021,0.540124,-0.233042,0.134915,0.079161,0.100975,0.065741,0.068986
toy_1657,37,27,1657,6.703267,-9.730541,0.533428,-0.245074,-0.002380,0.070484,0.104400,0.051568,0.079399
toy_1658,38,27,1658,6.686688,-9.680257,0.475046,-0.279327,0.282308,0.067833,0.101566,0.068366,0.070381
toy_1659,39,27,1659,6.599384,-9.474173,0.495609,-0.256756,0.383808,0.069571,0.111085,0.050856,0.078877
toy_1660,40,27,1660,6.636156,-9.488514,0.390421,-0.296021,0.573704,0.077480,0.136024,0.057696,0.061906
toy_1661,41,27,1661,6.503927,-9.621684,0.386112,-0.313806,0.437499,0.064395,0.123691,0.061610,0.075522
toy_1662,42,27,1662,6.547274,-9.421041,0.428635,-0.357896,0.474369,0.063021,0.139094,0.063666,0.067677
toy_1663,43,27,1663,6.428101,-9.474248,0.364108,-0.390238,0.583936,0.079735,0.130525,0.061939,0.075425
toy_1664,44,27,1664,6.429697,-9.525348,0.309379,-0.351981,0.413024,0.076554,0.113624,0.050387,0.077096
toy_1665,45,27,1665,6.406324,-9.522864,0.296933,-0.398997,0.445316,0.061104,0.129789,0.057184,0.078248
toy_1666,46,27,1666,6.273583,-9.566873,0.220114,-0.418924,0.322671,0.071937,0.136711,0.056755,0.073220
toy_1667,47,27,1667,6.300739,-9.623553,0.270691,-0.398828,0.356431,0.070510,0.107490,0.055324,0.070805
toy_1668,48,27,1668,6.367057,-9.759810,0.267823,-0.342495,0.167105,0.071897,0.110670,0.057405,0.063680
toy_1669,49,27,1669,6.226655,-9.695503,0.274162,-0.442418,0.077544,0.064056,0.135822,0.051985,0.065603
toy_1670,50,27,1670,6.351951,-9.821676,0.244335,-0.423473,0.024375,0.077851,0.137277,0.057961,0.074294
toy_1671,51,27,1671,6.331458,-9.812295,0.233004,-0.412844,0.045341,0.064699,0.110215,0.066357,0.065739
toy_1687,7,28,1687,6.158290,-10.005654,0.204953,-0.458696,-0.251942,0.078425,0.107991,0.056096,0.061797
toy_1688,8,28,1688,6.204426,-9.970210,0.254476,-0.452372,-0.256277,0.066493,0.129818,0.053203,0.065516
toy_1689,9,28,1689,6.294542,-9.988394,0.269771,-0.427717,-0.277214,0.062384,0.136669,0.060913,0.073708
toy_1690,10,28,1690,6.323825,-9.946558,0.242085,-0.384793,-0.312181,0.061501,0.113033,0.066762,0.066281
toy_1691,11,28,1691,6.275314,-9.909876,0.262027,-0.430511,-0.258988,0.065634,0.117720,0.057496,0.078772
toy_1692,12,28,1692,6.321294,-9.955629,0.254709,-0.393689,-0.293169,0.079139,0.109278,0.062727,0.066088
toy_1693,13,28,1693,6.366899,-10.040635,0.329259,-0.437031,-0.253106,0.071499,0.103721,0.050032,0.076302
toy_1694,14,28,1694,6.358465,-9.925800,0.268351,-0.409671,-0.140531,0.060683,0.139985,0.055533,0.076369
toy_1695,15,28,1695,6.447784,-9.917714,0.326472,-0.367566,-0.259894,0.060172,0.106374,0.050682,0.077923
toy_1696,16,28,1696,6.540360,-10.036066,0.388712,-0.349783,-0.329633,0.072854,0.130400,0.060541,0.063517
toy_1697,17,28,1697,6.584594,-10.080166,0.435468,-0.291933,-0.234491,0.067981,0.137509,0.057563,0.070435
toy_1698,18,28,1698,6.674474,-10.015433,0.479090,-0.302437,-0.268840,0.065869,0.131413,0.066873,0.063656
toy_1699,19,28,1699,6.613504,-10.069867,0.523218,-0.318537,-0.205018,0.064059,0.128009,0.063472,0.071855
toy_1700,20,28,1700,6.797093,-10.046366,0.616495,-0.243616,-0.284721,0.062631,0.124553,0.060197,0.065950
toy_1701,21,28,1701,6.803107,-10.067566,0.574230,-0.209707,-0.325428,0.066295,0.113995,0.063844,0.074028
toy_1702,22,28,1702,6.950919,-10.110329,0.737259,-0.249730,-0.210205,0.068063,0.109052,0.051686,0.071353
toy_1703,23,28,1703,7.021853,-10.108908,0.684406,-0.245589,-0.222190,0.073380,0.122720,0.062605,0.063238
toy_1704,24,28,1704,7.085231,-9.997145,0.816684,-0.221456,-0.307021,0.063712,0.114267,0.062772,0.079384
toy_1705,25,28,1705,7.192962,-10.187347,0.890445,-0.157078,-0.264483,0.069127,0.106281,0.052139,0.070915
toy_1706,26,28,1706,7.261361,-10.200682,0.883875,-0.196500,-0.220013,0.075988,0.120503,0.053176,0.072680
toy_1707,27,28,1707,7.255764,-10.214565,0.862366,-0.142927,-0.325765,0.066211,0.139237,0.062372,0.078795
toy_1708,28,28,1708,7.349036,-10.260493,0.874815,-0.135921,-0.446372,0.060055,0.130181,0.060621,0.065814
toy_1709,29,28,1709,7.235022,-10.131235,0.857643,-0.145160,-0.184165,0.064978,0.116169,0.067175,0.063594
toy_1710,30,28,1710,7.239210,-10.140842,0.775709,-0.170110,-0.242432,0.069407,0.109858,0.059624,0.062454
toy_1711,31,28,1711,7.211023,-10.175923,0.780636,-0.208375,-0.184403,0.077927,0.107554,0.058670,0.069028
toy_1712,32,28,1712,7.205831,-10.116804,0.771114,-0.159901,-0.172284,0.071698,0.110935,0.064680,0.079175
toy_1713,33,28,1713,7.168279,-10.071500,0.740707,-0.166113,-0.078567,0.063927,0.110013,0.056442,0.070850
toy_1714,34,28,1714,7.041568,-10.045826,0.731372,-0.205088,-0.133184,0.078807,0.112144,0.063591,0.071317
toy_1715,35,28,1715,6.983921,-9.898036,0.644704,-0.220653,-0.052399,0.075282,0.103042,0.054305,0.077334
toy_1716,36,28,1716,6.897255,-9.843371,0.549897,-0.269254,0.116846,0.078403,0.135192,0.059923,0.062232
toy_1717,37,28,1717,6.935522,-9.762790,0.593806,-0.257268,0.124894,0.073727,0.112466,0.060288,0.071680
toy_1718,38,28,1718,6.725146,-9.796483,0.554099,-0.230708,0.242196,0.079806,0.119801,0.068207,0.074635
toy_1719,39,28,1719,6.708701,-9.648931,0.480330,-0.306539,0.309215,0.079792,0.112349,0.050297,0.066821
toy_1720,40,28,1720,6.582751,-9.460461,0.482768,-0.330768,0.539435,0.078587,0.111340,0.055668,0.066528
toy_1721,41,28,1721,6.520155,-9.535445,0.391653,-0.300437,0.526057,0.078002,0.139955,0.053032,0.077972
toy_1722,42,28,1722,6.482398,-9.498712,0.352473,-0.293218,0.692693,0.076165,0.104695,0.061443,0.077766
toy_1723,43,28,1723,6.480074,-9.592653,0.335623,-0.396794,0.424804,0.071579,0.139869,0.069657,0.073171
toy_1724,44,28,1724,6.407991,-9.563791,0.378314,-0.394177,0.444343,0.065817,0.123222,0.066095,0.078806
toy_1725,45,28,1725,6.386783,-9.554205,0.327931,-0.357558,0.414897,0.077807,0.119254,0.065375,0.064208
toy_1726,46,28,1726,6.318406,-9.701064,0.283173,-0.376182,0.278560,0.072573,0.122835,0.056448,0.077374
toy_1727,47,28,1727,6.469742,-9.767291,0.313253,-0.429654,0.305881,0.065224,0.102485,0.064583,0.077611
toy_1728,48,28,1728,6.239304,-9.708787,0.234239,-0.433819,-0.019119,0.077372,0.124169,0.051995,0.067719
toy_1729,49,28,1729,6.269462,-9.888597,0.214155,-0.425175,0.079737,0.062933,0.131210,0.063155,0.078083
toy_1730,50,28,1730,6.289232,-9.908420,0.248496,-0.427110,-0.120357,0.065517,0.135832,0.053383,0.077013
toy_1731,51,28,1731,6.255989,-9.899929,0.200802,-0.446359,-0.065908,0.062897,0.110387,0.066255,0.063672
toy_1747,7,29,1747,6.307077,-9.934449,0.178176,-0.448428,-0.284013,0.077135,0.128536,0.067511,0.074994
toy_1748,8,29,1748,6.270746,-9.976302,0.149837,-0.404443,-0.110098,0.068817,0.117543,0.059138,0.063938
toy_1749,9,29,1749,6.302826,-9.945230,0.192181,-0.447168,-0.208232,0.068526,0.139950,0.064620,0.073575
toy_1750,10,29,1750,6.270068,-9.924980,0.183813,-0.372829,-0.209837,0.071431,0.108110,0.068149,0.064602
toy_1751,11,29,1751,6.274586,-9.941905,0.188559,-0.421545,-0.217642,0.068986,0.114833,0.058722,0.072109
toy_1752,12,29,1752,6.301662,-9.918032,0.310837,-0.388460,-0.220326,0.076900,0.101614,0.060367,0.062400
toy_1753,13,29,1753,6.291409,-9.990665,0.240142,-0.363768,-0.275829,0.073996,0.111123,0.062390,0.066147
toy_1754,14,29,1754,6.357982,-9.951355,0.305629,-0.405068,-0.220134,0.072899,0.116496,0.062797,0.062100
toy_1755,15,29,1755,6.457384,-10.036941,0.326332,-0.402257,-0.354227,0.066568,0.135176,0.056493,0.061508
toy_1756,16,29,1756,6.448053,-9.982795,0.327642,-0.323018,-0.219804,0.068298,0.132267,0.067566,0.072694
toy_1757,17,29,1757,6.543774,-10.063058,0.412923,-0.331028,-0.171461,0.066911,0.126820,0.061674,0.075223
toy_1758,18,29,1758,6.656419,-10.103348,0.457635,-0.289413,-0.221204,0.065316,0.115638,0.056751,0.061099
toy_1759,19,29,1759,6.741132,-9.994367,0.523415,-0.288831,-0.246013,0.075002,0.123532,0.058707,0.065291
toy_1760,20,29,1760,6.795797,-10.104872,0.617606,-0.265667,-0.261989,0.066510,0.118893,0.055781,0.066513
toy_1761,21,29,1761,6.870296,-9.983177,0.622093,-0.244929,-0.357592,0.074339,0.128024,0.059206,0.061042
toy_1762,22,29,1762,6.886460,-10.085202,0.671839,-0.211582,-0.287035,0.072203,0.102173,0.068529,0.062653
toy_1763,23,29,1763,7.078113,-10.178170,0.808031,-0.196265,-0.327830,0.064271,0.134892,0.059371,0.075106
toy_1764,24,29,1764,7.073439,-10.057892,0.765934,-0.244353,-0.250440,0.077666,0.117883,0.068942,0.060645
toy_1765,25,29,1765,7.200587,-10.175402,0.876928,-0.215206,-0.320350,0.079676,0.133918,0.063320,0.067653
toy_1766,26,29,1766,7.307374,-10.216546,0.845211,-0.208495,-0.407759,0.067851,0.127936,0.067782,0.066017
toy_1767,27,29,1767,7.263696,-10.166008,0.956916,-0.194438,-0.425023,0.076923,0.104297,0.051193,0.068566
toy_1768,28,29,1768,7.446334,-10.230142,0.913973,-0.225737,-0.308630,0.065320,0.138970,0.053901,0.067165
toy_1769,29,29,1769,7.322061,-10.138933,0.825685,-0.154413,-0.189294,0.072996,0.110064,0.061259,0.060520
toy_1770,30,29,1770,7.408903,-10.201805,0.841261,-0.165185,-0.280959,0.067475,0.130560,0.068360,0.061079
toy_1771,31,29,1771,7.402003,-10.120035,0.902566,-0.177548,-0.256485,0.061994,0.113736,0.054557,0.079995
toy_1772,32,29,1772,7.327572,-10.070088,0.833832,-0.157515,-0.122119,0.062555,0.101328,0.058832,0.077395
toy_1773,33,29,1773,7.254629,-10.139264,0.741386,-0.196431,-0.096157,0.060053,0.119258,0.059420,0.074440
toy_1774,34,29,1774,7.230024,-10.036481,0.751430,-0.197704,-0.053879,0.067520,0.138026,0.066956,0.064547
toy_1775,35,29,1775,7.086370,-9.939908,0.770982,-0.217064,0.040630,0.078624,0.113402,0.057671,0.067750
toy_1776,36,29,1776,6.933214,-9.919059,0.673540,-0.186274,0.036658,0.075731,0.139481,0.067607,0.079332
toy_1777,37,29,1777,6.931632,-9.911505,0.639821,-0.212442,0.279022,0.075599,0.105996,0.065427,0.070704
toy_1778,38,29,1778,6.770131,-9.777775,0.572486,-0.279981,0.303737,0.062373,0.112424,0.068690,0.067664
toy_1779,39,29,1779,6.758669,-9.736017,0.534441,-0.283650,0.408402,0.073191,0.126396,0.062602,0.074057
toy_1780,40,29,1780,6.675501,-9.634273,0.453499,-0.248649,0.300305,0.069652,0.106460,0.069828,0.068628
toy_1781,41,29,1781,6.633480,-9.596623,0.440252,-0.303202,0.445636,0.060929,0.118650,0.068655,0.061322
toy_1782,42,29,1782,6.486078,-9.556808,0.399770,-0.335262,0.492578,0.067030,0.102868,0.069946,0.073952
toy_1783,43,29,1783,6.471004,-9.541126,0.347512,-0.316770,0.490795,0.060996,0.116404,0.053956,0.068537
toy_1784,44,29,1784,6.442860,-9.513240,0.308612,-0.365992,0.354457,0.061045,0.132616,0.052188,0.068099
toy_1785,45,29,1785,6.464917,-9.611920,0.293804,-0.415421,0.321181,0.079809,0.133188,0.053992,0.063281
toy_1786,46,29,1786,6.317579,-9.600087,0.268507,-0.403572,0.233705,0.073671,0.105069,0.056146,0.078452
toy_1787,47,29,1787,6.378913,-9.661825,0.317164,-0.363453,0.182962,0.077138,0.105799,0.064740,0.064647
toy_1788,48,29,1788,6.292756,-9.821697,0.260097,-0.382397,0.007484,0.076875,0.129081,0.064335,0.062948
toy_1789,49,29,1789,6.266405,-9.820086,0.225974,-0.409860,0.028005,0.066741,0.100021,0.065150,0.063610
toy_1790,50,29,1790,6.261262,-9.747905,0.284063,-0.437555,-0.088604,0.077506,0.135513,0.067900,0.072657
toy_1791,51,29,1791,6.376081,-9.813871,0.180984,-0.474011,-0.169514,0.070251,0.114763,0.060636,0.079039
toy_1792,52,29,1792,6.292521,-9.834806,0.235950,-0.450585,-0.107025,0.064080,0.134040,0.066831,0.066703
toy_1807,7,30,1807,6.261976,-9.921885,0.197378,-0.417235,-0.267901,0.061603,0.112635,0.061849,0.068563
toy_1808,8,30,1808,6.267740,-9.969993,0.245716,-0.457364,-0.278006,0.079414,0.138639,0.052405,0.079459
toy_1809,9,30,1809,6.236805,-9.929887,0.292996,-0.414909,-0.340185,0.073577,0.114924,0.068834,0.079533
toy_1810,10,30,1810,6.298695,-9.973973,0.240724,-0.387936,-0.345807,0.060290,0.103693,0.062894,0.077228
toy_1811,11,30,1811,6.204768,-10.043547,0.277740,-0.428717,-0.209699,0.070414,0.127617,0.067136,0.070135
toy_1812,12,30,1812,6.321064,-9.885894,0.227611,-0.410743,-0.201536,0.065895,0.104924,0.053218,0.073686
toy_1813,13,30,1813,6.302727,-9.935795,0.229902,-0.352795,-0.230242,0.079425,0.117615,0.051521,0.063656
toy_1814,14,30,1814,6.291653,-10.006949,0.327533,-0.353689,-0.321544,0.076313,0.130614,0.060151,0.075426
toy_1815,15,30,1815,6.349476,-9.932948,0.338395,-0.323473,-0.169249,0.065976,0.134551,0.052804,0.068562
toy_1816,16,30,1816,6.507493,-10.063643,0.347739,-0.342481,-0.191852,0.066190,0.123929,0.052172,0.073166
toy_1817,17,30,1817,6.591930,-9.977378,0.343068,-0.358831,-0.232740,0.073162,0.124746,0.053139,0.077762
toy_1818,18,30,1818,6.578097,-9.947168,0.439191,-0.270428,-0.280113,0.074088,0.130788,0.061108,0.067349
toy_1819,19,30,1819,6.605749,-10.044232,0.458065,-0.304018,-0.256163,0.066108,0.124002,0.056038,0.074774
toy_1820,20,30,1820,6.771992,-10.066266,0.576040,-0.281703,-0.273120,0.074622,0.114013,0.055012,0.063159
toy_1821,21,30,1821,6.848125,-10.032494,0.610043,-0.242577,-0.223726,0.074258,0.101660,0.054859,0.079310
toy_1822,22,30,1822,6.910717,-10.024992,0.689460,-0.268879,-0.120441,0.064030,0.112091,0.069370,0.074376
toy_1823,23,30,1823,6.987434,-10.133674,0.741629,-0.193006,-0.298640,0.063753,0.112271,0.053882,0.064740
toy_1824,24,30,1824,7.060114,-10.121889,0.704422,-0.253479,-0.198456,0.061106,0.116664,0.057557,0.061327
toy_1825,25,30,1825,7.179362,-10.190353,0.820894,-0.175168,-0.215902,0.060904,0.137961,0.065883,0.060490
toy_1826,26,30,1826,7.175098,-10.171126,0.875177,-0.161101,-0.279352,0.069922,0.130862,0.064678,0.066081
toy_1827,27,30,1827,7.296089,-10.236933,0.963659,-0.149539,-0.281789,0.068375,0.112528,0.051021,0.077339
toy_1828,28,30,1828,7.325047,-10.241033,0.960514,-0.120758,-0.360100,0.060203,0.130413,0.057193,0.076322
toy_1829,29,30,1829,7.374260,-10.178133,0.858801,-0.117601,-0.231869,0.077358,0.110973,0.066592,0.064202
toy_1830,30,30,1830,7.444055,-10.109537,0.833127,-0.136603,-0.248219,0.062203,0.139556,0.054134,0.076621
toy_1831,31,30,1831,7.369808,-10.144518,0.859444,-0.109370,-0.126680,0.074561,0.133848,0.069080,0.075770
toy_1832,32,30,1832,7.328497,-10.157152,0.821619,-0.145682,-0.240881,0.066284,0.136104,0.060416,0.079402
toy_1833,33,30,1833,7.178786,-10.108194,0.797402,-0.164713,-0.126034,0.079421,0.123053,0.054510,0.067721
toy_1834,34,30,1834,7.273183,-10.102234,0.803721,-0.191473,-0.203025,0.066478,0.127093,0.051121,0.063090
toy_1835,35,30,1835,7.185075,-10.005249,0.732293,-0.225726,-0.077156,0.077124,0.104788,0.051826,0.069736
toy_1836,36,30,1836,7.083777,-9.933379,0.720455,-0.207095,0.098385,0.077739,0.137104,0.060311,0.062584
