ID,x,y,pixel_index,F090W,F115W,F150W,F200W,F277W,F356W,F444W,e_F090W,e_F115W,e_F150W,e_F200W,e_F277W,e_F356W,e_F444W,keep_pixel
206183_2153,53,35,2153,0.01800547,-0.03013307,0.009943076,-0.005397327,-0.002611878,0.03589559,0.004699801,0.02076577,0.0194908,0.01843655,0.01776643,0.01768526,0.01813797,0.01889531,0
206183_2154,54,35,2154,-0.02688513,0.01202695,-0.006858041,0.01581279,0.004296375,0.008308591,-0.01456442,0.02234383,0.02085942,0.01962331,0.01880776,0.01862694,0.01904953,0.01981352,0
206183_2155,55,35,2155,0.01063391,0.02321892,0.01945786,-0.004574969,0.007309987,0.01754041,-0.008328413,0.02166831,0.02017204,0.01892002,0.01806865,0.0178106,0.0181428,0.0188057,0
206183_2156,56,35,2156,-0.0471773,-0.009757288,-0.01156384,-0.01177903,-0.001215056,0.02211803,0.01323351,0.02240885,0.02073607,0.01926533,0.01814081,0.01753423,0.01758356,0.01799824,0
206183_2157,57,35,2157,0.01742791,0.02788438,0.01066824,0.01402443,0.01200524,-0.03610835,0.008416673,0.0213565,0.01995823,0.01875704,0.01791165,0.01761876,0.01790685,0.0185262,0
206183_2158,58,35,2158,-0.04772168,-0.02223748,-0.003174327,-0.0394377,0.007542922,-0.01392589,-0.02674785,0.0212941,0.01996351,0.01882472,0.01804327,0.01782623,0.01817749,0.01885629,0
206183_2159,59,35,2159,-0.01558587,0.002078741,0.006851436,-0.02586337,-0.01688528,0.03490861,0.008852713,0.02147875,0.02004324,0.01878451,0.01785667,0.01744898,0.01763903,0.01816972,0
206183_2160,0,36,2160,-0.02455663,-0.01792704,0.007531887,-0.01978238,0.00286876,-0.01453753,-0.0005335007,0.023172,0.02147767,0.01999969,0.01889759,0.01836432,0.01850598,0.01902648,0
206183_2161,1,36,2161,0.011906,0.0003764053,0.01926969,0.02891944,0.007116419,0.01995729,0.007118716,0.02145129,0.01991147,0.0185907,0.01763312,0.01721377,0.01739656,0.0179155,0
206183_2162,2,36,2162,0.02405892,-0.02586146,-0.006523137,0.01942861,-0.006061788,-0.02612081,0.009910556,0.02047908,0.01911849,0.01798856,0.01723687,0.0170458,0.01739311,0.0180438,0
206183_2163,3,36,2163,0.004081076,-0.002399537,0.03003872,0.03682293,-0.01529293,-0.00432797,-0.008988491,0.02252413,0.02081827,0.01936914,0.01832485,0.01786435,0.0180512,0.01859558,0
206183_2164,4,36,2164,-0.007186952,0.01066985,-0.01785232,0.0172966,-0.0008714042,0.0107355,0.03097129,0.02222383,0.02070128,0.01938774,0.01844505,0.0180723,0.01832164,0.01892334,0
206183_2165,5,36,2165,0.004124021,0.01324801,-0.01579553,0.01737849,-0.009254531,0.02639893,0.0424127,0.0219412,0.02023712,0.01876281,0.01765117,0.01705955,0.01710923,0.01751102,0
206183_2166,6,36,2166,0.009675523,-0.009162501,-0.00885772,-0.002506335,-0.01917067,-0.008982696,0.01400223,0.02075659,0.01941229,0.01826502,0.01746792,0.01721091,0.01750992,0.01812495,0
206183_2167,7,36,2167,0.02202062,0.003800181,0.003207081,0.01011399,0.01818164,-0.02544374,0.007636992,0.02094439,0.01950337,0.01831455,0.01752629,0.0173213,0.01767455,0.01833855,0
206183_2168,8,36,2168,0.01326574,0.005623154,0.01471186,0.004870735,-0.002324063,0.00504802,0.01900533,0.02040503,0.01919177,0.01824595,0.01773095,0.01785153,0.01846218,0.01935303,0
206183_2169,9,36,2169,0.2129028,0.1449565,0.1247764,0.1401707,0.1008107,0.1227941,0.1182537,0.02132341,0.01980229,0.01852773,0.01764575,0.01733493,0.01761189,0.01821204,1
206183_2170,10,36,2170,0.1966398,0.1401857,0.1176919,0.1312494,0.1080367,0.09223648,0.1021062,0.02128697,0.01978711,0.01848863,0.01753575,0.01710373,0.01727218,0.01777169,1
206183_2171,11,36,2171,0.2454566,0.1911904,0.142849,0.1000471,0.1204997,0.09786076,0.106751,0.02307363,0.0213043,0.01972037,0.01846375,0.01769936,0.01763349,0.01794777,1
206183_2172,12,36,2172,0.2557428,0.1695825,0.1558639,0.1728174,0.1242085,0.1134356,0.1390009,0.02252335,0.02097828,0.01965119,0.01870816,0.01835387,0.0186398,0.01927399,1
206183_2173,13,36,2173,0.2379551,0.1657968,0.1227443,0.1106016,0.109071,0.1165517,0.1127508,0.02194862,0.02053067,0.01935615,0.01859695,0.01846747,0.01893326,0.01971758,1
206183_2174,14,36,2174,0.2352793,0.1696645,0.1720788,0.148572,0.1465429,0.1326939,0.1382543,0.02242765,0.02092637,0.01964152,0.01874271,0.01844009,0.0187777,0.0194499,1
206183_2175,15,36,2175,0.2352398,0.2038593,0.1654941,0.1248503,0.1580274,0.1561173,0.1362058,0.02171068,0.02045803,0.01939486,0.01870449,0.01861981,0.01912774,0.01994111,1
206183_2176,16,36,2176,0.1885172,0.1515452,0.1248526,0.1091212,0.11873,0.1342909,0.1434862,0.0206555,0.01957007,0.01866104,0.01810905,0.01814605,0.01873022,0.01958486,1
206183_2177,17,36,2177,0.1536264,0.1414254,0.123514,0.1105696,0.1262771,0.1421822,0.06442266,0.01991378,0.01884363,0.0179769,0.01748243,0.01757517,0.01819128,0.01904549,1
206183_2178,18,36,2178,0.1201623,0.1335434,0.1064196,0.06400779,0.08550185,0.1261828,0.1586862,0.0193675,0.01858308,0.01798928,0.01777369,0.01818189,0.01906485,0.02014619,1
206183_2179,19,36,2179,0.1603973,0.1393857,0.1386421,0.1482786,0.1575193,0.1850151,0.1518719,0.02088846,0.01997041,0.01928746,0.01904393,0.01950516,0.02051229,0.02171811,1
206183_2180,20,36,2180,0.1347175,0.1546078,0.08085075,0.1156406,0.09895274,0.16,0.1680275,0.0190419,0.01834197,0.01786374,0.01779552,0.01838388,0.01944585,0.02064869,1
206183_2181,21,36,2181,0.2200491,0.1645913,0.173961,0.1514392,0.1590242,0.2229715,0.1990711,0.02171547,0.02073914,0.01999263,0.01969107,0.02011445,0.02117397,0.02240381,1
206183_2182,22,36,2182,0.1978445,0.1885332,0.1631609,0.1287745,0.1736941,0.1530433,0.2645004,0.02024252,0.01960408,0.01923142,0.0193397,0.0202132,0.0216286,0.02312706,1
206183_2183,23,36,2183,0.1079891,0.1200483,0.08774977,0.1278127,0.1235655,0.160097,0.2330332,0.01826648,0.01788448,0.01775518,0.01807524,0.01910921,0.02060372,0.02211843,1
206183_2184,24,36,2184,0.1755161,0.185882,0.1554874,0.1714216,0.1934106,0.23712,0.2837256,0.01984712,0.01951365,0.01952591,0.02010207,0.02153867,0.02348709,0.02539315,1
206183_2185,25,36,2185,0.1223574,0.1329163,0.1009373,0.1534341,0.1911825,0.2052454,0.2549504,0.019091,0.01876352,0.0187164,0.01916431,0.02039887,0.02217382,0.02390089,1
206183_2186,26,36,2186,0.1108093,0.130124,0.1178995,0.1479626,0.1633978,0.1988502,0.2423999,0.01782542,0.01772037,0.01791523,0.01860938,0.02008148,0.0220292,0.02386696,1
206183_2187,27,36,2187,0.09405459,0.1211869,0.100443,0.1241078,0.1248081,0.2223342,0.3132377,0.01807127,0.01801524,0.01826506,0.01902813,0.0205971,0.02267411,0.02461015,1
206183_2188,28,36,2188,0.1443471,0.1203932,0.137787,0.1761112,0.2098927,0.2718364,0.3855934,0.0190967,0.01910009,0.01946001,0.02039913,0.02223644,0.02463187,0.02683538,1
206183_2189,29,36,2189,0.1407881,0.1499963,0.07694986,0.1432527,0.2114391,0.2502104,0.3478491,0.01819933,0.01834929,0.01896714,0.02011072,0.02205492,0.02457049,0.02684618,1
206183_2190,30,36,2190,0.215041,0.145645,0.1826458,0.1821827,0.2626043,0.3240377,0.4052674,0.02049982,0.02028404,0.02058592,0.02139733,0.02301676,0.02542059,0.02761783,1
206183_2191,31,36,2191,0.101004,0.1373668,0.132821,0.1645699,0.2105578,0.2775379,0.348981,0.01764775,0.01792032,0.01875771,0.02005348,0.02204547,0.02465373,0.02699375,1
206183_2192,32,36,2192,0.1403876,0.1786899,0.1796214,0.1780505,0.2641159,0.3570181,0.3973381,0.01953936,0.01962562,0.02039374,0.02160442,0.02350694,0.02620305,0.02864042,1
206183_2193,33,36,2193,0.2027943,0.1846527,0.1428808,0.1568278,0.2215097,0.2994956,0.3198544,0.02058065,0.02020592,0.0205437,0.02121203,0.02246347,0.02467264,0.02671711,1
206183_2194,34,36,2194,0.190717,0.150749,0.1570135,0.2015989,0.2591094,0.2440749,0.3792226,0.02085523,0.0204368,0.02079677,0.02140079,0.02250439,0.02465028,0.02666523,1
206183_2195,35,36,2195,0.1807644,0.1620565,0.1621604,0.1790423,0.1726438,0.2113644,0.2575089,0.02067233,0.01999479,0.02017039,0.02052131,0.02127033,0.02308866,0.02482832,1
206183_2196,36,36,2196,0.2623006,0.2043892,0.211227,0.2275752,0.2504217,0.2776735,0.3523747,0.02361912,0.02255348,0.0225153,0.02255845,0.02296862,0.02472866,0.02648311,1
206183_2197,37,36,2197,0.2450229,0.2095364,0.2147793,0.1886938,0.1828985,0.2869049,0.2861499,0.02335283,0.02217048,0.02205233,0.0219561,0.02216061,0.02371543,0.02531234,1
206183_2198,38,36,2198,0.2840316,0.2614796,0.2417341,0.2523692,0.2533455,0.2969936,0.3197579,0.02546268,0.02382486,0.02337088,0.02287106,0.02265105,0.02395724,0.02539333,1
206183_2199,39,36,2199,0.2917681,0.2446865,0.2260517,0.2545248,0.1704976,0.1925072,0.2644363,0.02570024,0.02396696,0.02331045,0.02248125,0.02185088,0.02277504,0.02391607,1
206183_2200,40,36,2200,0.3114332,0.3018526,0.2916132,0.24321,0.2737947,0.2796139,0.3341887,0.02640875,0.0245627,0.02392179,0.02323123,0.02283582,0.02396384,0.02531283,1
206183_2201,41,36,2201,0.3701437,0.2452053,0.2389099,0.1621689,0.1266412,0.1904385,0.2431132,0.02555482,0.02361144,0.0227252,0.02179516,0.02115532,0.0219231,0.02296072,1
206183_2202,42,36,2202,0.3192367,0.2148125,0.2063884,0.1979838,0.1739359,0.1962601,0.1895747,0.0251303,0.02326527,0.02228296,0.02124193,0.02047812,0.02103008,0.02189263,1
206183_2203,43,36,2203,0.2684083,0.2369041,0.2107656,0.2406413,0.1563283,0.1711196,0.213421,0.02494504,0.02315742,0.02218495,0.02125629,0.02069125,0.02132777,0.02228077,1
206183_2204,44,36,2204,0.1902542,0.1641036,0.1509361,0.1432244,0.1288609,0.1899085,0.182628,0.02224253,0.02082862,0.02005341,0.01940608,0.01915706,0.01984114,0.02079885,1
206183_2205,45,36,2205,0.2121707,0.2227177,0.1732181,0.1625774,0.1519654,0.1873123,0.1854765,0.0217644,0.02052014,0.01984404,0.01938575,0.0194073,0.02023416,0.02132447,1
206183_2206,46,36,2206,0.1786851,0.2000121,0.1826035,0.1588557,0.1413668,0.1510302,0.1618455,0.02238282,0.02093103,0.01988002,0.01898479,0.01850031,0.01884787,0.01952498,1
206183_2207,47,36,2207,0.2721338,0.1844632,0.2004355,0.1378403,0.1317339,0.1979182,0.1682258,0.0236068,0.02195393,0.02068585,0.01965229,0.01910253,0.01939355,0.02004839,1
206183_2208,48,36,2208,0.2057741,0.1887829,0.1646416,0.1253353,0.1082463,0.1565121,0.1628126,0.02230987,0.02083529,0.01973898,0.01898106,0.01879484,0.01930865,0.02014354,1
206183_2209,49,36,2209,0.159174,0.1605257,0.1411299,0.1319162,0.1191899,0.1487857,0.1299273,0.02123804,0.01990678,0.0187989,0.01793904,0.01754025,0.01779014,0.01836682,1
206183_2210,50,36,2210,0.2194559,0.1242848,0.1087649,0.1254265,0.1406688,0.1447044,0.1722882,0.02129618,0.02010855,0.01916926,0.01857157,0.0185553,0.01912226,0.01999927,1
206183_2211,51,36,2211,0.2007742,0.1905214,0.1324666,0.1060604,0.1224382,0.08863736,0.1002818,0.02208106,0.0206029,0.01937189,0.01849538,0.01818394,0.01850905,0.01917507,1
206183_2212,52,36,2212,0.2208281,0.1633663,0.09359878,0.1081266,0.1089042,0.1041755,0.1091359,0.02089731,0.0194798,0.01827454,0.01739563,0.01702614,0.01724659,0.01778852,1
206183_2213,53,36,2213,0.02561655,0.02913197,-0.01066587,-0.001059916,-0.01090098,-0.0001815301,-0.008112295,0.0208383,0.01951686,0.01839276,0.01762375,0.0174064,0.01774347,0.01839585,0
206183_2214,54,36,2214,-0.01492064,-0.001701584,-0.004499849,0.01767578,-0.02256643,0.03239005,-0.02015184,0.02238516,0.02088011,0.01955588,0.01857672,0.01814468,0.01834575,0.01890714,0
206183_2215,55,36,2215,-0.006194965,-0.009675378,-0.01913211,-0.01374273,0.01677194,-0.02085104,0.04999224,0.02082611,0.01958047,0.01853128,0.01784528,0.01773246,0.01815816,0.01889559,0
206183_2216,56,36,2216,-0.0161128,0.01747549,-0.006080398,-0.0069051,-0.02643417,0.01377937,-0.002526556,0.0216115,0.02021974,0.01906723,0.01832179,0.0181927,0.01863301,0.01939793,0
206183_2217,57,36,2217,-0.03197234,0.004503045,0.01740859,0.03984804,-0.02579478,0.006994825,0.005412903,0.02280298,0.02110793,0.01963416,0.01853376,0.01798972,0.01810993,0.01860054,0
206183_2218,58,36,2218,-0.002523808,0.02717178,0.02889163,-0.01800241,0.01714251,-0.03006165,-0.01710509,0.02094438,0.01966503,0.0185723,0.01783045,0.01764562,0.01801234,0.01869813,0
206183_2219,59,36,2219,-0.01196394,0.01593994,-0.01693423,0.0281959,0.03254568,-0.0110437,0.01072398,0.02196213,0.02040105,0.01902056,0.01796814,0.01742144,0.01750569,0.01794563,0
206183_2220,0,37,2220,0.02977448,0.00441587,-0.01947627,0.01565296,0.02802313,0.007495435,0.02021913,0.02099006,0.01958529,0.01838984,0.01755505,0.01726758,0.0175484,0.01815086,0
206183_2221,1,37,2221,-0.02594877,-0.02243031,-0.005249214,0.01614969,0.01976005,0.02170493,0.0294276,0.02041579,0.01906107,0.01788352,0.01702578,0.01666289,0.01685583,0.01736416,0
206183_2222,2,37,2222,-0.02514639,0.02078831,0.005267416,-0.008971587,0.01086967,-0.01135682,0.007884529,0.01990238,0.01861595,0.01756738,0.01690137,0.01679727,0.01719883,0.01788589,0
206183_2223,3,37,2223,0.006126252,-0.02177001,0.008733013,0.03259623,-0.01317879,0.002864432,-0.006530786,0.02296851,0.0211761,0.01958245,0.01832582,0.01756658,0.01749771,0.01781148,0
206183_2224,4,37,2224,0.03079838,0.0001097131,-0.01179467,0.007506701,-0.01275494,-0.0005329346,-0.003627591,0.02136465,0.01970558,0.01828802,0.01723979,0.01671303,0.01680092,0.01722493,0
206183_2225,5,37,2225,0.01920544,-0.02026448,0.002691079,-0.01652034,-0.01878482,0.02347342,-0.02687709,0.02308252,0.02127307,0.01971407,0.01855081,0.01795634,0.01804477,0.0185088,0
206183_2226,6,37,2226,0.0166618,0.008803559,0.01514173,-0.01329816,0.010972,-0.008160002,-0.01995849,0.02121738,0.01979944,0.01861127,0.01780877,0.0175848,0.01792988,0.01859602,0
206183_2227,7,37,2227,-0.004257432,0.02229273,-0.04232659,-0.006928114,0.03636458,0.01052514,-0.01142682,0.02264178,0.02090624,0.01936528,0.01815786,0.01744641,0.01740943,0.0177462,0
206183_2228,8,37,2228,0.01241834,-0.02125451,0.003656487,0.05431116,-0.002460903,0.005094503,-0.02242019,0.0213956,0.01997518,0.01876314,0.01791719,0.01763246,0.0179309,0.01855876,0
206183_2229,9,37,2229,0.00645187,-0.0003205311,-0.01293795,-0.0145458,0.0008603811,-0.009121884,-0.006567725,0.02102676,0.01957698,0.01832155,0.01740516,0.01700443,0.01718874,0.01769977,0
206183_2230,10,37,2230,0.1159367,0.1692298,0.1286639,0.08570897,0.09504597,0.1321924,0.1244438,0.0203958,0.01908109,0.01797558,0.01722958,0.01702962,0.01736856,0.01800926,1
206183_2231,11,37,2231,0.2035283,0.1597729,0.1312193,0.1032836,0.1200607,0.1169274,0.1687917,0.02111902,0.01974775,0.01859315,0.01781406,0.01760782,0.01796855,0.01864485,1
206183_2232,12,37,2232,0.1769115,0.1616451,0.1218258,0.1253714,0.08784073,0.09307219,0.1318259,0.02127245,0.01976409,0.0184811,0.0175686,0.01720359,0.01743493,0.01798899,1
206183_2233,13,37,2233,0.1744355,0.1294381,0.1465315,0.09829212,0.1208772,0.1284196,0.1351658,0.02161155,0.02027705,0.01911174,0.0182848,0.01800823,0.0183276,0.01897648,1
206183_2234,14,37,2234,0.2383254,0.1772863,0.1716948,0.156912,0.1339937,0.1282259,0.1728586,0.02235489,0.02093536,0.01972223,0.01889306,0.01867007,0.01906967,0.01980388,1
206183_2235,15,37,2235,0.1549961,0.1349541,0.1321993,0.08812349,0.1020316,0.1550858,0.1486495,0.02075129,0.0197255,0.01887545,0.01839033,0.01851501,0.01916303,0.02009399,1
206183_2236,16,37,2236,0.1622218,0.1509991,0.1535609,0.1108865,0.1669343,0.1189609,0.1760681,0.02025073,0.01928983,0.01855291,0.01822738,0.01855461,0.01936484,0.02042265,1
206183_2237,17,37,2237,0.1873357,0.1514338,0.1479695,0.1159856,0.1479962,0.1825547,0.2118717,0.02127057,0.02022111,0.01940595,0.01902391,0.0193308,0.02017275,0.02127313,1
206183_2238,18,37,2238,0.2142265,0.1696318,0.131983,0.1304659,0.1634668,0.1766524,0.1812705,0.02131278,0.02031362,0.01953479,0.01918105,0.01951781,0.02040117,0.02153212,1
206183_2239,19,37,2239,0.1742407,0.1318285,0.1699577,0.1097637,0.1329482,0.1700712,0.1867046,0.02076872,0.01986894,0.01915937,0.01884358,0.01918816,0.02007388,0.02118649,1
206183_2240,20,37,2240,0.1815654,0.153311,0.1630821,0.1400262,0.1259967,0.1795683,0.2227534,0.02107602,0.0201757,0.01951105,0.01929191,0.01979157,0.02084053,0.02208859,1
206183_2241,21,37,2241,0.1898214,0.1589394,0.1353262,0.1238212,0.1369266,0.1361297,0.1855027,0.01968617,0.01897587,0.01853739,0.01856732,0.01932206,0.02054915,0.02190919,1
206183_2242,22,37,2242,0.1890415,0.1443653,0.1446995,0.1366949,0.1605361,0.1798271,0.2131528,0.02034339,0.01960588,0.01913882,0.01915028,0.01991241,0.02119955,0.02260893,1
206183_2243,23,37,2243,0.1197654,0.1480928,0.1222083,0.1287121,0.1443424,0.1953724,0.275224,0.01862789,0.01826228,0.01822911,0.01871814,0.01998555,0.02164686,0.02333263,1
206183_2244,24,37,2244,0.1494066,0.1638415,0.1442704,0.1741884,0.1581053,0.2278296,0.2348217,0.02001775,0.01948533,0.019253,0.0195358,0.02061954,0.02222293,0.02386695,1
206183_2245,25,37,2245,0.167453,0.1816655,0.1391346,0.1234129,0.1750059,0.1359968,0.213539,0.0203642,0.01968428,0.01923081,0.0192203,0.01993997,0.02127338,0.02267103,1
206183_2246,26,37,2246,0.112502,0.1098944,0.1351957,0.08684347,0.1601667,0.1806306,0.2219344,0.01812234,0.01775536,0.01766764,0.01804915,0.01915549,0.02073559,0.02229193,1
206183_2247,27,37,2247,0.1275023,0.1221259,0.1145324,0.1180076,0.1513303,0.2154386,0.255983,0.01859186,0.01825259,0.01817752,0.01857176,0.01971357,0.02137631,0.02300187,1
206183_2248,28,37,2248,0.1101444,0.1081937,0.1022405,0.09411481,0.1251556,0.1939807,0.2228342,0.01847769,0.01816421,0.01813765,0.01859824,0.01981862,0.02155801,0.02323244,1
206183_2249,29,37,2249,0.16825,0.1609422,0.1322829,0.1473176,0.1907556,0.2596451,0.3066287,0.01947223,0.01927254,0.01946261,0.02019008,0.02175026,0.02388662,0.0259053,1
206183_2250,30,37,2250,0.09573591,0.1088203,0.1128865,0.1332501,0.1736958,0.2250069,0.2616919,0.01774091,0.01755833,0.01775851,0.01842538,0.01980288,0.02169708,0.02347371,1
206183_2251,31,37,2251,0.1444663,0.1109487,0.1164732,0.1461579,0.157671,0.2367866,0.3026922,0.01851794,0.01832163,0.01856108,0.01927056,0.02070542,0.0227222,0.02461384,1
206183_2252,32,37,2252,0.1537823,0.1688288,0.1153786,0.1551032,0.1737772,0.2735579,0.2876197,0.01936168,0.0190414,0.01918336,0.01975123,0.02101424,0.02296189,0.02481294,1
206183_2253,33,37,2253,0.1245382,0.1204871,0.1569734,0.1486343,0.1557558,0.2455637,0.3028798,0.01978365,0.01934902,0.01947789,0.02001671,0.02121157,0.0231429,0.02498327,1
206183_2254,34,37,2254,0.1532882,0.1576518,0.1570124,0.1651617,0.1965524,0.236027,0.2388807,0.01973725,0.01928022,0.01941974,0.01989035,0.02093853,0.02277847,0.02455681,1
206183_2255,35,37,2255,0.2065341,0.1653568,0.1525173,0.1966385,0.1646251,0.1865067,0.2755765,0.02141714,0.02057021,0.02037108,0.02038519,0.02089082,0.02238839,0.02391167,1
206183_2256,36,37,2256,0.2230522,0.1992471,0.1673359,0.2049673,0.2549463,0.2416981,0.2862611,0.02287224,0.0218116,0.02158091,0.02153668,0.02196042,0.02351126,0.02511252,1
206183_2257,37,37,2257,0.2882655,0.2472706,0.2133187,0.2502052,0.1950088,0.2523461,0.2985314,0.02465991,0.02316198,0.02263329,0.02220172,0.02217521,0.02346508,0.02488204,1
206183_2258,38,37,2258,0.1981676,0.182453,0.2158844,0.1682095,0.1719353,0.1680475,0.2430779,0.02228084,0.02094922,0.02053269,0.02015302,0.02007797,0.02117783,0.02240999,1
206183_2259,39,37,2259,0.3718288,0.2886864,0.2547723,0.2134918,0.2191915,0.2670257,0.2942049,0.02678726,0.02477151,0.02390759,0.02298217,0.0223535,0.02327084,0.02443677,1
206183_2260,40,37,2260,0.3525222,0.2656966,0.245095,0.1619276,0.1589067,0.2098359,0.2133021,0.02571388,0.02363616,0.02263025,0.02150779,0.02061581,0.02119765,0.02206614,1
206183_2261,41,37,2261,0.3029164,0.2462323,0.2016912,0.1903714,0.182319,0.191408,0.1929648,0.02539106,0.02337727,0.02237386,0.02123103,0.02029708,0.0207905,0.02159482,1
206183_2262,42,37,2262,0.3888692,0.3387414,0.286239,0.2097114,0.2137294,0.2022404,0.2501822,0.02765255,0.02539647,0.02420114,0.0228643,0.02177065,0.02221932,0.02304409,1
206183_2263,43,37,2263,0.3628077,0.268361,0.2445511,0.1608284,0.1838923,0.153066,0.2268378,0.02590091,0.02386031,0.02274368,0.02157008,0.02068122,0.02113416,0.02194418,1
206183_2264,44,37,2264,0.2431229,0.235402,0.1920341,0.1557865,0.1475505,0.1293754,0.164983,0.02382851,0.02208338,0.02112943,0.02023092,0.01968142,0.02024164,0.02111945,1
206183_2265,45,37,2265,0.2626979,0.2080664,0.2190972,0.1396451,0.1569442,0.1565801,0.1702895,0.02405055,0.02229488,0.02117353,0.02009645,0.01935654,0.0196846,0.02036937,1
206183_2266,46,37,2266,0.2791222,0.2317512,0.177063,0.1650216,0.1591135,0.1481772,0.1631696,0.02448388,0.02253799,0.02114383,0.01984552,0.01890569,0.01899828,0.01947757,1
206183_2267,47,37,2267,0.2355267,0.1679385,0.1239161,0.1452326,0.1199283,0.1565278,0.1660973,0.02209543,0.0206819,0.0197323,0.01900493,0.01875213,0.01928527,0.02013227,1
206183_2268,48,37,2268,0.2570887,0.198725,0.1723147,0.1507566,0.181628,0.1243608,0.134904,0.0232196,0.02163177,0.0204117,0.01941121,0.01887803,0.01916014,0.01980585,1
206183_2269,49,37,2269,0.1936231,0.1345329,0.1497985,0.128566,0.1447272,0.1382738,0.1281608,0.02163183,0.02028887,0.01931154,0.01866856,0.01859321,0.01916954,0.02005303,1
206183_2270,50,37,2270,0.1635603,0.1214143,0.121273,0.05884557,0.1160505,0.1010571,0.108631,0.01939185,0.0182968,0.01743578,0.01684461,0.01672716,0.01714952,0.01784797,1
206183_2271,51,37,2271,0.1666464,0.1422344,0.1291927,0.1198957,0.1485007,0.09877163,0.1435023,0.02133511,0.01999767,0.01894734,0.01826726,0.01817511,0.01867435,0.01948461,1
206183_2272,52,37,2272,0.01390938,-0.01061791,-0.01767219,-0.01309001,-0.007506069,-0.02537809,0.004090148,0.02208065,0.02063188,0.01941524,0.01860098,0.01840092,0.01879843,0.01953322,0
206183_2273,53,37,2273,0.003936687,-0.006195311,-0.001498437,-0.002248101,-0.004096067,-0.004871601,-0.02838013,0.0197828,0.01869044,0.01780184,0.01728069,0.01733464,0.01786751,0.01867958,0
206183_2274,54,37,2274,0.001137823,0.0005929007,0.00790288,0.02580513,-0.005152539,0.01194136,0.00526839,0.0219453,0.02042964,0.019164,0.01830852,0.01806068,0.01841176,0.01909832,0
206183_2275,55,37,2275,-0.0004920048,-0.01112774,0.03513962,0.003636487,-0.003454079,-0.0426727,0.007620649,0.02218294,0.02053331,0.01912053,0.01809125,0.0176226,0.01778948,0.01830833,0
206183_2276,56,37,2276,-0.008552978,0.03131025,0.01134589,0.003058864,0.01425875,0.01637632,-0.0005760093,0.02095437,0.01963369,0.01848771,0.01767451,0.01739094,0.01767168,0.01827681,0
206183_2277,57,37,2277,0.02197606,0.01040518,0.02383829,0.0006083731,-0.01632313,-0.006440719,-0.01497187,0.0211574,0.01968849,0.01842568,0.01751513,0.01713539,0.01734173,0.01787737,0
206183_2278,58,37,2278,0.008525786,0.0145885,-0.009095584,0.007147668,0.01245116,-0.0006617367,0.02656696,0.02105906,0.01970431,0.01858118,0.01785014,0.01771097,0.01812292,0.01884879,0
206183_2279,59,37,2279,0.001809476,0.009036539,-0.01499104,-0.02563733,0.01215761,0.01935843,0.01639824,0.02276748,0.02117816,0.01979766,0.01879035,0.01835761,0.01857299,0.01915528,0
206183_2280,0,38,2280,0.005171725,0.0228502,-0.006903507,-0.01476608,-0.007061323,0.01845058,0.01454573,0.02118655,0.01968946,0.01839761,0.01745386,0.01703181,0.01720195,0.01770393,0
206183_2281,1,38,2281,-0.02053374,-0.01592884,-0.009032681,0.01223988,-0.009961593,0.02496723,0.03155287,0.01985101,0.01862236,0.0175432,0.01675775,0.01644508,0.01665998,0.01717881,0
206183_2282,2,38,2282,0.004573161,-0.00206216,-0.001347282,0.01780087,-0.003160813,0.02756485,0.0314802,0.02155687,0.02002587,0.01871168,0.01776165,0.01735527,0.01755282,0.01808859,0
206183_2283,3,38,2283,0.01492907,0.06547799,0.0007691037,0.001590762,0.01410458,-0.03380004,-0.01972455,0.02095751,0.0195431,0.0183835,0.01763069,0.01747248,0.01786518,0.01856734,0
206183_2284,4,38,2284,-0.007452939,-0.007865561,0.006489158,-0.006796838,0.01086939,0.013721,-0.01591926,0.02032154,0.01893475,0.01775524,0.01692237,0.01660692,0.01684047,0.01738206,0
206183_2285,5,38,2285,0.004583527,0.03281222,0.01444798,-0.01437306,0.0227421,-0.04417676,-0.004612717,0.02160157,0.02013919,0.01884137,0.01785945,0.01737792,0.01750579,0.01798057,0
206183_2286,6,38,2286,-0.007800058,0.006358682,-0.03693642,0.03299932,-0.01170224,-0.006946961,-0.02385855,0.02163846,0.0201241,0.01882045,0.01787825,0.01748167,0.0176904,0.0182391,0
206183_2287,7,38,2287,-0.005410302,0.004868831,0.0008509714,8.678103e-05,0.009682996,0.01713899,0.03909809,0.02233393,0.02073932,0.01940763,0.01849797,0.01820561,0.01853219,0.01920359,0
206183_2288,8,38,2288,-0.01182498,0.03515676,0.01086743,-0.005474225,0.0131409,-0.006561958,0.006422305,0.02196891,0.02044423,0.01909541,0.01807455,0.01756625,0.01768515,0.01815819,0
206183_2289,9,38,2289,-0.009513637,-0.02430231,0.004880097,-0.02445841,-0.009297057,-0.0359011,-0.003438857,0.02182437,0.02032382,0.01906969,0.01822125,0.017975,0.01832384,0.01900513,0
206183_2290,10,38,2290,0.211314,0.1719469,0.1184257,0.1362591,0.09137254,0.09929875,0.1130279,0.02100576,0.01969962,0.01860269,0.01787895,0.01773368,0.01814017,0.01886032,1
206183_2291,11,38,2291,0.2381912,0.1832613,0.178306,0.1321078,0.1281939,0.1316551,0.1240506,0.02320299,0.02150788,0.02004914,0.01898911,0.01852528,0.0187348,0.01931547,1
